surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
Kelly,623,France,Male,28,7,0.0,1,0,0,129526.57,0
Wu,646,Germany,Male,46,1,170826.55,2,1,0,45041.32,0
Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1
Somadina,480,France,Female,42,1,152160.21,2,1,0,101778.9,0
Cox,650,Spain,Female,32,4,79450.09,1,1,1,118324.75,0
Sargood,610,Spain,Female,37,10,140363.95,2,1,1,129563.86,0
Akobundu,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1
Guerin,790,Spain,Male,32,3,0.0,1,1,0,91044.47,0
Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0
Udinese,711,France,Male,28,8,0.0,2,1,1,64286.39,0
Hall,641,Spain,Female,40,4,101090.27,1,1,1,51703.09,0
Hart,636,Spain,Male,36,1,0.0,3,1,1,74048.1,1
Mosman,669,France,Male,46,3,0.0,2,0,1,8487.75,0
Kelly,672,France,Female,53,7,0.0,1,1,1,136910.18,0
Han,613,France,Female,24,7,140453.91,1,1,0,129001.3,0
Mendes,781,France,Male,32,6,147107.91,1,1,1,40066.95,0
Egobudike,609,France,Male,39,3,121778.71,1,1,1,138399.67,0
Davidson,850,France,Male,31,6,131996.66,2,1,1,178747.43,0
Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0
Feng,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0
Tu,733,France,Female,44,6,168165.84,1,0,1,197193.49,0
Lombardo,742,France,Male,27,0,0.0,2,0,1,131534.96,0
Nicholls,697,France,Male,27,8,141223.68,2,1,0,90591.15,0
Pagnotto,704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0
Findlay,619,Germany,Female,28,6,99152.73,2,1,0,48475.12,0
Rose,706,France,Male,38,1,0.0,2,1,0,122379.54,0
Langlands,640,France,Male,40,8,110340.68,1,1,1,157886.6,0
Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1
Piccio,579,Germany,Male,40,10,45408.85,2,1,0,18732.91,0
Walton,525,France,Male,35,7,165358.77,1,0,1,94738.54,0
Wei,479,France,Male,47,1,0.0,1,1,0,95270.83,0
Calabrese,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0
Rahman,644,France,Male,28,7,155060.41,1,1,0,29179.52,0
Marsh,582,France,Female,39,1,132077.48,2,1,0,192255.15,0
Madukaego,652,France,Male,36,1,0.0,2,1,1,151314.98,0
Singh,775,France,Female,30,5,0.0,1,1,0,193880.6,1
Feng,474,France,Female,30,9,0.0,2,0,0,63158.22,0
Hughes,814,France,Female,36,6,0.0,2,1,1,98657.01,0
Wu,577,France,Male,60,10,125389.7,2,1,1,178616.73,0
Forster,815,France,Male,37,1,166115.42,1,1,0,67208.3,0
Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0
Bazile,686,Germany,Male,33,9,141918.09,2,0,1,184036.47,0
Meng,658,Spain,Male,21,7,0.0,2,0,1,154279.87,0
Colombo,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0
Chidiebere,681,France,Female,63,7,0.0,2,1,1,55054.48,0
Tai,526,France,Male,28,1,112070.44,1,0,1,126281.83,0
Wilkins,621,France,Male,34,6,0.0,2,1,1,99128.13,0
Lin,350,France,Female,60,3,0.0,1,0,0,113796.15,1
Lombardi,564,Spain,Male,37,9,100252.18,1,1,1,146033.52,0
Nnaife,669,France,Male,37,4,0.0,1,1,0,132540.33,0
Douglas,479,France,Male,34,5,117593.48,2,0,0,113308.29,0
Fermin,661,France,Female,31,3,136067.82,2,1,0,65567.91,0
Chibueze,765,France,Male,40,6,138033.55,1,1,1,67972.45,0
Kudryashova,622,France,Female,31,1,89688.94,1,1,1,152305.47,0
Davey,611,Germany,Female,36,10,103294.56,1,1,0,160548.12,0
Alexander,576,France,Male,55,9,0.0,2,1,1,94450.97,0
Pickering,493,France,Female,31,3,0.0,1,1,1,176570.28,1
Milani,714,France,Male,52,4,100755.66,1,1,1,186775.25,0
P'eng,517,France,Male,41,2,0.0,2,0,1,75937.47,0
Shephard,708,Germany,Female,42,8,192390.52,2,1,0,823.36,0
Chamberlain,690,Spain,Male,49,8,116622.73,1,0,1,51011.29,0
Robe,754,France,Male,38,2,0.0,2,1,0,180698.32,0
Davey,611,France,Male,68,5,82547.11,2,1,1,146448.01,0
Ikenna,612,Germany,Female,36,2,130700.92,2,0,0,77592.8,0
Yefimova,615,France,Male,49,3,0.0,2,1,1,49872.33,0
Lung,560,France,Male,50,3,0.0,2,1,0,84531.79,0
Kay,537,Spain,Female,38,1,96939.06,1,1,1,102606.92,0
Price,783,Spain,Female,44,3,81811.71,1,1,0,164213.53,1
Barry,523,France,Female,28,2,121164.11,1,1,1,59938.81,0
Zinachukwudi,603,France,Male,44,9,0.0,1,1,0,138328.24,0
Marshall,686,Spain,Male,22,5,0.0,2,1,0,158974.45,0
T'ien,520,Germany,Female,31,3,108914.17,1,1,1,183572.39,1
Nwokezuike,629,Spain,Female,44,6,125512.98,2,0,0,79082.76,0
Bartlett,580,Spain,Male,32,9,142188.2,2,0,1,128028.6,0
Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0
Gray,574,France,Female,39,2,122524.61,2,1,0,88463.63,0
Booth,613,France,Male,44,3,0.0,2,0,1,136491.72,0
Kisch,709,France,Female,36,8,0.0,2,1,1,69676.55,0
Bradbury,502,Germany,Female,33,6,125241.17,2,1,1,158736.07,0
Tan,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0
Hsieh,812,France,Male,29,6,0.0,2,0,0,168023.6,0
Chiu,850,France,Male,31,1,96399.31,2,1,0,106534.15,0
Perkins,584,France,Female,37,1,0.0,2,1,1,180363.56,0
Liu,849,Germany,Male,41,10,84622.13,1,1,1,198072.16,0
Lei,715,France,Male,40,7,0.0,1,1,1,141359.11,0
Pendergrass,509,France,Female,46,1,0.0,1,1,0,71244.59,1
Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0
Hallahan,646,France,Male,18,10,0.0,2,0,1,52795.15,0
Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0
Messersmith,542,France,Female,25,7,0.0,2,0,1,82393.08,0
Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0
Clark,651,France,Male,36,7,0.0,2,1,0,13898.31,0
Mazzi,516,Germany,Male,50,7,139675.07,2,1,0,45591.23,0
Lazar,649,Germany,Male,24,7,101195.23,1,0,0,133091.32,0
Vasilyeva,660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0
Mai,605,France,Female,34,2,0.0,1,0,0,35982.42,0
Atkinson,474,Spain,Male,37,3,0.0,2,0,0,57175.32,0
Watkins,804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
Yao,680,France,Male,33,10,183768.47,1,1,0,164119.35,0
Otutodilinna,565,Germany,Female,32,4,90322.99,2,0,1,118740.37,0
Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1
Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0
Glover,833,Germany,Male,59,1,130854.59,1,1,1,30722.52,1
Birk,823,France,Male,71,5,149105.08,1,0,1,162683.06,0
Davis,634,France,Male,44,9,149961.11,1,1,0,57121.51,0
Chidiebele,698,Germany,Male,44,10,116363.37,2,1,0,198059.16,0
Terry,696,Germany,Male,38,6,142316.14,1,1,1,8018.49,0
Flynn,635,Spain,Male,41,1,0.0,2,1,0,175611.5,0
T'ang,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
Chao,689,Spain,Female,63,1,0.0,2,1,1,186526.12,0
King,646,Spain,Male,69,10,115462.44,1,1,0,40421.87,0
Andrews,722,France,Female,35,2,163943.89,2,1,1,15068.18,0
Dumetolisa,628,France,Female,46,1,46870.43,4,1,0,31272.14,1
Kornilova,744,France,Male,29,1,43504.42,1,1,1,119327.75,0
Oguejiofor,576,Spain,Male,33,3,0.0,2,0,1,190112.05,0
Hsiung,585,France,Male,36,7,0.0,2,1,0,94283.09,0
Walton,479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1
Panicucci,601,France,Female,43,2,0.0,1,1,0,49713.87,1
Hsia,508,France,Female,38,3,166328.65,2,0,1,22614.19,0
Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0
Sun,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,1
Capon,682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0
Smith,646,Spain,Male,25,5,182876.88,2,1,1,42537.59,1
Lumholtz,722,Germany,Female,48,10,138311.76,1,1,1,3472.63,1
Hsueh,651,Germany,Female,42,1,116646.76,1,1,0,44731.8,1
Lung,776,Germany,Male,38,5,112281.7,1,0,1,89893.6,0
Lysaght,755,France,Male,34,3,0.0,2,1,1,158816.03,0
Pisano,575,France,Male,46,1,0.0,2,1,1,65998.26,0
Green,660,France,Female,20,6,167685.56,1,1,0,57929.9,0
Franklin,593,France,Female,46,7,98752.51,1,1,0,145560.38,0
Dyer,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0
Dunn,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0
MacDonald,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1
H?,644,France,Female,40,10,139180.97,1,1,1,19959.67,0
Y?,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1
Middleton,603,France,Female,39,9,76769.68,1,0,0,48224.72,0
Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0
Muir,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
Nero,434,France,Male,41,4,108128.52,1,0,1,56784.11,0
Castro,734,France,Female,40,9,176914.8,1,1,1,12799.23,0
T'an,760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0
Reynolds,709,Germany,Male,30,9,115479.48,2,1,1,134732.99,0
Li,588,France,Female,35,0,0.0,2,1,1,155485.24,0
Anderson,512,France,Female,31,7,0.0,2,0,0,49326.07,0
Borchgrevink,669,France,Female,47,9,61196.54,1,1,0,58170.24,0
Nebechukwu,516,Spain,Female,45,8,109044.3,1,0,1,115818.16,0
Russo,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0
Nwora,673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0
Sykes,679,Germany,Male,52,9,135870.01,2,0,0,54038.62,0
Chibuzo,539,France,Male,39,3,0.0,2,1,0,36692.17,0
Afanasyeva,726,France,Female,34,0,185734.75,1,1,1,102036.82,0
Stelzer,610,France,Male,41,6,0.0,3,0,0,56118.81,1
Pirozzi,698,Spain,Male,45,5,164450.94,1,1,0,141970.02,1
Genovesi,575,France,Female,57,8,137936.94,1,1,1,84475.13,0
McEncroe,628,Spain,Female,22,3,0.0,1,1,0,85426.28,0
Piccio,546,France,Male,28,8,0.0,1,1,0,159254.29,0
Ritchie,610,France,Male,37,0,0.0,1,1,0,114514.64,0
Metcalfe,831,France,Female,32,2,146033.62,1,1,0,191260.74,0
Cremonesi,581,France,Male,28,3,104367.5,1,1,1,29937.75,0
Buckland,661,France,Female,31,7,144162.3,2,1,1,14490.79,0
Chukwujamuike,729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0
Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1
McKenzie,709,Spain,Male,23,10,0.0,2,0,0,129590.18,0
Veltri,655,France,Female,37,7,111852.84,2,1,0,10511.13,0
Brennan,686,France,Female,39,3,111695.62,1,0,0,136643.84,0
Builder,589,France,Male,38,2,0.0,1,1,0,79915.28,0
Nicolay,623,Spain,Female,40,4,0.0,3,1,0,31669.18,0
Lu,585,France,Female,35,2,0.0,2,1,0,98621.04,1
Milani,499,France,Male,35,10,0.0,2,1,0,10722.54,0
Kaodilinakachukwu,605,France,Female,51,9,104760.82,1,1,1,165574.54,1
Vavilov,554,France,Female,38,3,138731.95,1,1,1,194138.36,0
May,603,France,Male,51,8,186825.57,1,1,0,93739.71,1
Chukwujamuike,538,Germany,Female,42,4,80380.24,1,1,0,119216.46,0
Chao,692,Spain,Female,47,3,0.0,2,1,0,150802.41,1
Kaleski,644,France,Male,31,5,0.0,2,1,1,41872.17,0
Cremonesi,513,France,Female,37,6,0.0,2,1,0,110142.34,0
Hs?,669,France,Male,43,1,163159.85,1,0,1,15602.8,0
Ross,709,Spain,Male,62,3,0.0,2,1,1,82195.15,0
Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0
Chou,351,Germany,Female,57,4,163146.46,1,1,0,169621.69,1
Hughes,728,France,Male,33,8,129907.63,1,0,1,36083.96,0
Chiebuka,580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0
Marcelo,646,Spain,Female,42,3,99836.47,1,0,1,22909.56,0
Williams,694,France,Male,47,4,0.0,2,1,0,197528.62,0
Arkwookerum,712,Germany,Male,27,8,113174.21,2,1,0,147261.58,0
Kennedy,584,Germany,Female,36,4,109646.83,1,1,1,70240.79,0
Bednall,535,France,Female,27,6,0.0,2,0,1,49775.58,0
Lori,639,Spain,Male,34,7,149940.04,2,0,0,156648.81,0
Artemieva,732,Spain,Female,33,8,111379.55,1,1,1,45098.62,0
Teng,681,Germany,Male,31,4,97338.19,2,0,0,48226.76,0
Tung,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1
Milanesi,769,France,Male,29,4,145471.37,1,1,0,188382.77,0
Parkhill,825,Germany,Female,35,6,118336.95,1,1,0,26342.33,1
McMillan,841,Spain,Male,28,4,0.0,2,1,1,179436.6,0
Shao,627,Germany,Female,33,4,83199.05,1,0,0,159334.93,0
Hendrick,742,Spain,Male,24,8,0.0,2,1,0,4070.28,0
Sung,571,France,Female,23,10,151097.28,1,0,1,17163.75,0
Fanucci,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0
Nkemdirim,567,France,Male,59,3,0.0,2,1,0,25843.7,1
Tien,636,France,Male,34,8,0.0,2,1,0,38570.13,0
Napolitani,690,France,Female,26,3,118097.87,1,1,0,61257.83,0
Jideofor,452,Spain,Male,44,3,88915.85,1,1,0,69697.74,0
Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0
Parkes,605,France,Male,41,5,91612.91,1,1,1,28427.84,0
Cameron,752,France,Female,53,8,114233.18,1,1,1,51587.04,0
Okwuadigbo,569,Spain,Male,38,8,0.0,2,0,0,79618.79,0
Beavers,710,France,Male,54,6,171137.62,1,1,1,167023.95,1
Ndubueze,411,France,Female,54,9,0.0,1,0,1,76621.49,0
Ch'in,818,France,Male,36,4,0.0,2,1,1,8037.03,0
Chu,788,Germany,Female,42,6,138650.49,2,1,0,64746.07,0
Sullivan,530,France,Male,52,1,106723.28,1,0,0,109960.4,1
Scott,590,Spain,Female,29,2,166930.76,2,1,0,122487.73,0
Amies,640,Spain,Male,39,3,0.0,1,1,1,105997.25,0
Isayev,734,France,Male,34,6,133598.4,1,1,1,13107.24,0
Lane,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0
Chikelu,759,France,Female,39,6,0.0,2,1,1,140497.67,0
Trentino,645,France,Male,41,7,0.0,1,0,1,28667.56,0
Manna,478,France,Female,38,4,171913.87,1,1,0,51820.87,1
Zhirov,527,France,Male,39,4,0.0,2,1,0,167183.07,1
Chiawuotu,609,Spain,Male,61,1,0.0,1,1,0,22447.85,1
Toscano,670,Germany,Male,31,1,142631.54,2,1,1,175894.24,0
Brown,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0
Burgess,702,Spain,Male,39,8,0.0,2,1,0,99654.13,0
Lung,599,Spain,Male,42,6,0.0,2,1,0,113868.4,0
Sozonov,640,Germany,Female,46,5,107978.4,2,1,0,155876.06,0
P'eng,594,Germany,Male,41,2,122545.65,2,1,1,42050.24,0
Elewechi,571,France,Female,33,1,0.0,2,1,0,102750.7,0
Butler,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,0
Boni,606,Germany,Male,40,1,144757.97,2,1,1,166656.18,0
Crawford,681,Germany,Female,44,4,91115.76,2,0,0,24208.84,1
Scott,807,France,Female,34,1,0.0,1,0,0,114448.13,0
Monaldo,774,France,Female,41,5,126670.37,1,1,0,102426.06,0
Chinomso,680,France,Male,31,9,0.0,2,1,0,36145.53,0
Gordon,658,France,Male,44,2,168396.34,1,1,1,14178.73,0
Scott,718,Spain,Male,45,3,105266.32,2,1,1,193724.51,0
Bruche,704,France,Male,39,5,0.0,1,1,0,6416.92,0
Barker,627,France,Female,21,7,98993.02,1,1,1,169156.64,0
Ignatieff,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0
Titheradge,535,France,Male,38,8,85982.07,1,1,0,9238.35,0
Martinez,604,France,Male,33,3,0.0,1,1,0,42171.13,1
Scott,661,France,Male,47,5,0.0,1,0,1,107243.31,1
Chibuzo,583,Germany,Male,40,4,107041.3,1,1,1,5635.63,0
Greece,504,Spain,Male,34,0,54980.81,1,1,1,136909.88,0
Chizuoke,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1
Zhdanova,550,France,Male,22,6,154377.3,1,1,1,51721.52,0
Lucchesi,790,Spain,Male,20,8,0.0,2,1,0,168152.76,0
Barker,583,France,Male,33,7,122531.86,1,1,0,13549.24,0
Mason,796,Spain,Male,67,5,0.0,2,0,1,54871.02,0
Bergamaschi,763,France,Male,40,3,0.0,2,1,0,134281.11,0
Benson,585,Germany,Female,40,3,162261.01,2,1,0,137028.51,0
Fowler,666,France,Female,36,8,0.0,1,0,1,158666.99,0
Afamefuna,629,Spain,Male,36,1,161757.87,2,1,1,146371.72,0
Duncan,831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0
Chiu,693,France,Male,31,2,0.0,2,1,1,107759.31,0
Lindsay,752,Germany,Male,29,4,129514.99,1,1,1,102930.46,0
Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1
Wang,747,France,Female,25,4,0.0,2,0,1,42039.67,0
Onyinyechukwuka,625,France,Male,49,6,173434.9,1,1,0,165580.93,1
Welch,750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1
Bremer,579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0
Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1
Craig,618,Spain,Female,40,8,0.0,2,1,0,80204.38,0
Eluemuno,678,Germany,Female,40,8,128644.46,1,0,0,167673.37,0
Rivera,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0
Pisano,562,Spain,Female,29,9,120307.58,1,1,1,6795.61,0
Humffray,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0
McIntyre,736,France,Female,36,6,0.0,1,1,0,70496.66,0
Greco,779,Spain,Female,26,4,174318.13,2,0,1,38296.21,0
Piccio,531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0
Chukwuemeka,626,France,Female,35,3,0.0,1,0,0,80190.36,0
Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
Ramsbotham,583,Spain,Female,40,4,0.0,2,1,0,114093.73,0
Nucci,699,Spain,Female,25,8,0.0,2,1,1,52404.47,0
Bearce,528,France,Male,31,6,102016.72,2,0,0,80181.12,0
Morrison,750,France,Male,33,2,152302.72,1,1,0,71333.44,0
Royston,702,Spain,Female,38,9,0.0,2,1,1,158527.45,0
Garmon,565,France,Male,34,7,0.0,1,0,0,74593.84,0
Wall,595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1
Capon,769,France,Male,29,8,0.0,2,1,1,172290.61,0
Fiorentino,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0
Gibbons,554,Germany,Male,43,5,99906.89,1,0,0,24983.39,0
Rapuokwu,753,France,Male,48,4,0.0,2,0,1,146821.42,0
Ponomaryov,648,Germany,Female,43,1,107963.38,1,0,0,186438.86,1
Capon,512,Spain,Male,39,3,0.0,1,1,0,134878.19,0
Liu,648,France,Female,34,3,0.0,1,1,0,54726.43,0
Booth,583,France,Male,27,7,0.0,2,1,0,51285.49,0
Stephenson,594,France,Female,31,0,79340.95,1,1,0,78255.86,0
Teng,556,France,Male,34,8,163757.06,1,1,1,104000.06,0
Chiu,608,France,Male,33,4,0.0,1,0,1,130474.03,0
Knight,449,France,Female,37,6,0.0,2,1,0,82176.48,0
Craig,597,Spain,Male,35,0,127510.99,1,1,1,155356.34,0
Mai,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1
Millar,766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0
Findlay,711,France,Female,35,8,0.0,1,1,1,67508.01,0
Quaife,770,Spain,Male,55,9,63127.41,2,1,0,185211.28,1
Rosas,476,Spain,Female,69,1,105303.73,1,0,1,134260.34,0
Tretiakova,651,France,Male,23,10,0.0,2,1,1,170099.23,0
Boan,700,Spain,Male,44,9,0.0,2,1,0,142287.65,0
Lettiere,679,France,Male,60,6,0.0,2,1,1,77331.77,0
Russell,724,France,Female,69,5,117866.92,1,1,1,62280.91,0
Nepean,770,France,Female,37,9,0.0,2,0,0,22710.72,0
Howells,617,Spain,Female,36,7,115617.24,1,1,1,71519.4,0
MacDonald,774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0
Mitchell,633,France,Male,59,2,103996.74,1,1,1,103159.11,0
Bianchi,677,France,Male,42,5,99580.13,1,1,0,21007.96,0
Allan,719,France,Male,61,5,0.0,2,0,1,29132.43,0
Holden,614,France,Female,38,4,72594.0,1,1,1,76042.48,0
Michelides,617,Spain,Male,38,7,0.0,1,1,1,27239.28,0
Onyekaozulu,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
Yeh,609,France,Male,26,10,126392.18,1,0,1,43651.49,0
Dennis,660,Spain,Male,42,5,0.0,2,1,0,115509.59,0
Lawrence,629,France,Male,59,9,113657.83,1,1,1,116848.79,1
Chiu,547,Germany,Male,55,4,111362.76,3,1,0,16922.28,1
Shillito,718,France,Female,37,7,0.0,2,1,1,55100.09,0
Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,0
Obiora,650,France,Female,47,9,0.0,1,1,0,187943.6,0
Kennedy,729,Spain,Female,34,9,53299.96,2,1,1,42855.97,0
Calabresi,743,France,Male,42,7,77002.2,2,1,1,80428.42,0
Yu,548,France,Female,28,8,116755.5,2,1,1,158585.17,1
Burns,737,France,Female,33,4,0.0,2,1,0,115115.32,0
Bibi,850,France,Female,42,8,0.0,1,1,0,19632.64,1
Shah,604,Spain,Male,40,5,155455.43,1,0,1,113581.85,0
Young,649,France,Female,41,2,125785.23,1,1,1,70523.92,0
Jones,687,France,Female,24,3,110495.27,1,1,0,158615.41,0
Ma,720,Spain,Male,21,2,123200.78,1,1,1,180712.28,0
Watson,674,France,Male,45,7,144889.18,1,1,1,102591.9,1
Rogers,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1
Somerville,486,Spain,Male,27,7,0.0,2,1,0,28823.04,0
Jackson,575,France,Female,54,9,68332.96,1,1,1,144390.75,0
Wei,814,Germany,Male,29,1,131968.57,2,1,1,147693.92,0
Hao,750,France,Female,32,5,0.0,2,1,0,95611.47,0
Compton,541,France,Female,32,4,0.0,1,1,1,114951.42,0
Rizzo,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0
Ruth,564,France,Male,40,4,0.0,1,1,0,85455.62,1
Aksenov,532,France,Female,40,5,0.0,2,0,1,177099.71,0
Yang,721,Germany,Male,37,4,98459.6,1,0,0,90821.66,0
McIntyre,585,France,Female,43,2,0.0,2,1,0,89402.54,0
Gardener,482,France,Female,35,2,133111.73,1,0,1,79957.95,0
Moore,535,France,Female,29,2,112367.34,1,1,0,185630.76,0
Bailey,452,Germany,Male,33,7,153663.27,1,1,0,111868.23,0
Moysey,711,France,Female,37,8,113899.92,1,0,0,80215.2,0
Foster,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1
Shipp,705,France,Male,25,9,0.0,2,0,1,112331.19,0
Young,596,Spain,Female,30,1,0.0,2,1,0,8125.39,0
K'ung,575,France,Male,40,5,0.0,2,1,1,122488.59,0
Sutherland,550,France,Male,25,0,0.0,2,1,1,184221.11,0
Kumm,677,France,Female,24,0,148298.59,2,0,0,182913.95,0
Coates,602,France,Female,63,7,0.0,2,1,1,56323.21,0
Hsu,803,France,Female,32,9,192122.84,1,1,1,54277.45,1
Vogel,598,France,Female,43,5,0.0,3,1,1,100722.72,1
Akobundu,660,Germany,Male,30,1,84440.1,2,1,1,60485.98,0
Welch,535,France,Female,38,0,135919.33,1,1,0,80425.65,0
Ngozichukwuka,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1
Talbot,673,Spain,Female,37,0,0.0,2,0,0,82351.06,0
Lane,666,Germany,Male,30,3,110153.27,1,0,1,74849.46,0
Burke,566,France,Male,30,5,0.0,1,1,0,54926.51,1
Ebelechukwu,544,Germany,Male,39,4,142406.43,2,1,0,146637.45,0
Findlay,566,Spain,Male,63,2,120787.18,2,1,1,52198.84,0
Demidov,556,Spain,Male,38,8,0.0,2,0,0,417.41,1
Golovanov,508,France,Male,26,7,205962.0,1,1,0,156424.4,0
Amadi,718,France,Female,41,1,0.0,2,0,1,27509.52,1
Chiang,512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0
Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1
Fiorentini,515,Spain,Male,35,10,176273.95,1,0,1,121277.78,0
Thorpe,695,Germany,Male,40,7,139022.24,1,0,1,193383.13,0
Chung,758,Spain,Male,61,2,0.0,2,1,1,43982.41,0
Millar,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0
Kornilova,596,Spain,Male,30,6,121345.88,4,1,0,41921.75,1
Nnaemeka,651,France,Male,53,7,0.0,2,1,1,130132.41,0
Pai,637,France,Female,38,3,104339.56,1,0,0,119882.86,0
Willis,677,France,Male,38,4,0.0,2,1,0,187800.63,0
Hsia,633,France,Male,29,7,0.0,1,1,1,130224.73,0
Williams,549,France,Male,50,9,94748.76,2,0,1,13608.18,0
Hanson,626,France,Female,29,4,105767.28,2,0,0,41104.82,0
Tuan,690,Germany,Male,31,2,137260.45,2,1,0,55387.28,0
Lombardi,565,France,Male,32,9,0.0,2,1,0,5388.3,0
Rowley,748,Spain,Male,58,9,122330.7,2,0,1,124429.19,0
Napolitano,698,France,Male,37,5,98400.61,2,0,0,25017.28,0
Chidumaga,793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0
Udegbulam,628,France,Male,31,0,88421.81,1,0,0,72350.47,0
Giles,756,France,Male,27,8,0.0,2,1,1,157932.75,0
Obialo,478,France,Female,50,2,0.0,1,0,1,93332.64,1
Chukwueloka,560,Spain,Female,31,5,125341.69,1,1,0,79547.39,0
Lin,678,France,Female,41,9,0.0,1,0,0,13160.03,0
Wilson,763,Spain,Female,32,10,95153.77,1,0,1,81310.1,0
Wei,668,Spain,Male,32,1,134446.04,1,0,1,111241.37,0
McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0
Azuka,586,France,Female,28,5,0.0,3,1,0,170487.4,1
Hao,621,France,Male,26,2,75237.54,1,0,1,44220.4,0
Hao,726,France,Female,24,6,0.0,2,1,1,54724.03,0
Loftus,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1
Bowen,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0
Nnonso,576,France,Female,50,8,0.0,2,1,1,57802.62,0
Walker,636,Germany,Female,48,3,120568.41,1,1,0,190160.04,1
Power,530,Spain,Male,44,6,0.0,2,0,0,55893.37,0
Kirby,650,Germany,Female,48,7,138232.24,1,1,0,57594.78,0
Ikenna,657,France,Female,37,6,95845.6,1,1,0,122218.23,0
Saunders,677,France,Female,56,0,119963.45,1,0,0,158325.87,1
Shen,726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0
Wheare,717,France,Male,36,2,148061.89,1,1,0,179128.69,1
Ulyanova,568,Germany,Female,31,1,61592.14,2,1,1,61796.64,0
